,01_GEMM_001_12M,01_GEMM_001_18M,01_GEMM_001_24M,01_GEMM_001_30M,01_GEMM_001_36M,01_GEMM_001_48M,01_GEMM_001_60M,01_GEMM_006_12M,01_GEMM_006_18M,01_GEMM_006_24M,01_GEMM_006_30M,01_GEMM_006_36M,01_GEMM_006_48M,01_GEMM_006_72M,01_GEMM_006_84M,01_GEMM_009_12M,01_GEMM_009_18M,01_GEMM_009_24M,01_GEMM_009_30M,01_GEMM_009_36M,01_GEMM_009_48M,01_GEMM_009_60M,01_GEMM_009_72M,01_GEMM_009_84M,01_GEMM_011_12M,01_GEMM_011_18M,01_GEMM_011_24M,01_GEMM_011_30M,01_GEMM_011_36M,01_GEMM_011_48M,01_GEMM_011_60M,01_GEMM_011_72M,01_GEMM_011_84M,01_GEMM_014_12M,01_GEMM_014_18M,01_GEMM_014_24M,01_GEMM_014_30M,01_GEMM_014_36M,01_GEMM_014_48M,01_GEMM_016_18M,01_GEMM_016_24M,01_GEMM_016_30M,01_GEMM_016_36M,01_GEMM_016_48M,01_GEMM_019_12M,01_GEMM_019_18M,01_GEMM_019_24M,01_GEMM_019_30M,01_GEMM_019_36M,01_GEMM_019_48M,01_GEMM_019_60M,01_GEMM_026_12M,01_GEMM_026_18M,01_GEMM_026_24M,01_GEMM_026_30M,01_GEMM_026_36M,01_GEMM_026_48M,01_GEMM_026_60M,01_GEMM_041_12M,01_GEMM_041_18M,01_GEMM_041_24M,01_GEMM_041_30M,01_GEMM_052_12M,01_GEMM_052_18M,01_GEMM_052_24M,01_GEMM_052_30M,01_GEMM_052_36M,01_GEMM_052_48M,01_GEMM_052_60M,01_GEMM_053_12M,01_GEMM_053_18M,01_GEMM_053_24M,01_GEMM_057_12M,01_GEMM_057_18M,01_GEMM_057_24M,01_GEMM_057_30M,01_GEMM_057_36M,01_GEMM_057_48M,01_GEMM_060_12M,01_GEMM_060_24M,01_GEMM_060_30M,01_GEMM_060_36M,01_GEMM_060_48M,01_GEMM_060_60M,01_GEMM_061_12M,01_GEMM_061_18M,01_GEMM_061_24M,01_GEMM_061_30M,01_GEMM_061_36M,01_GEMM_061_48M,01_GEMM_061_60M,01_GEMM_061_72M,01_GEMM_062_12M,01_GEMM_062_18M,01_GEMM_062_24M,01_GEMM_062_30M,01_GEMM_062_36M,01_GEMM_062_48M,01_GEMM_068_12M,01_GEMM_068_18M,01_GEMM_068_24M,01_GEMM_068_30M,01_GEMM_068_36M,01_GEMM_068_48M,01_GEMM_068_60M,01_GEMM_079_12M,01_GEMM_079_18M,01_GEMM_079_24M,01_GEMM_079_30M,01_GEMM_079_36M,01_GEMM_079_48M,01_GEMM_079_60M,01_GEMM_081_12M,01_GEMM_081_18M,01_GEMM_085_12M,01_GEMM_085_24M,01_GEMM_093_12M,01_GEMM_093_18M,01_GEMM_102_18M,01_GEMM_102_24M,01_GEMM_102_30M,01_GEMM_105_12M,01_GEMM_105_18M,01_GEMM_105_24M,01_GEMM_105_30M,01_GEMM_105_36M,01_GEMM_105_48M,01_GEMM_106_12M,01_GEMM_106_18M,01_GEMM_106_30M,01_GEMM_106_36M,01_GEMM_106_48M,01_GEMM_109_12M,01_GEMM_109_18M,01_GEMM_109_24M,01_GEMM_109_30M,01_GEMM_109_36M,01_GEMM_119_12M,01_GEMM_119_18M,01_GEMM_119_24M,01_GEMM_128_12M,01_GEMM_128_18M,01_GEMM_128_24M,01_GEMM_128_30M,01_GEMM_128_36M,01_GEMM_128_48M,01_GEMM_128_60M,01_GEMM_139_12M,01_GEMM_139_18M,01_GEMM_150_12M,01_GEMM_150_18M,01_GEMM_150_24M,01_GEMM_150_30M,01_GEMM_150_36M,01_GEMM_150_48M,01_GEMM_151_12M,01_GEMM_151_18M,01_GEMM_151_24M,01_GEMM_151_30M,01_GEMM_151_36M,01_GEMM_151_48M,01_GEMM_151_54M,01_GEMM_152_12M,01_GEMM_152_18M,01_GEMM_152_24M,01_GEMM_152_30M,01_GEMM_152_36M,01_GEMM_152_48M,01_GEMM_152_54M,01_GEMM_154_12M,01_GEMM_154_18M,01_GEMM_154_24M,01_GEMM_154_36M,01_GEMM_154_48M,01_GEMM_154_60M,01_GEMM_175_12M,01_GEMM_175_18M,01_GEMM_175_24M,01_GEMM_175_30M,01_GEMM_175_36M,01_GEMM_175_48M,01_GEMM_179_12M,01_GEMM_179_18M,01_GEMM_179_24M,01_GEMM_179_30M,01_GEMM_179_36M,01_GEMM_179_48M
contig_39495,0,0,0,0,0,0,624,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,8536,0,0,79,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,155,0,0,0,0,0,0,0,0,0,429,7114,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,0,32,187,0,58,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2359,178,1955,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568,0,158,948,21,0,0,0,0,30,0,665
contig_39505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8660,0,0,0,0,0,0,0,0,7328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3453,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,36214,0,0,233,0,0,0,0,0,0,0,0
contig_39510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11818,0,0,2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,1325,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,0,0,0,0,309,881,4802,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6954,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_39521,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,1631,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,269,0,7040,0,2252,0,0,0,0,207,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,324,0,0,0,0,0,0,0,0,0,0,1814,0,0,0,0,0,112,0,485,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_39531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,324,0,0,0,1828,0,585,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,1648,0,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_39538,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,3643,41,0,555,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,1589,0,174,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,200,341,0,2498,0,0,0,1434,0,0,206,723,195,0,0,0,1372,0,1930,0,0,0,0,0,0,0,0,0,97,0,1392,920,816,0,0,0,197,0,0,0,0,0,0,0,3440,0,274,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,799,0,0,102,1178,0,0,0,0,0,0,0,0,0,0,0,3147,0,0,0,0,0,0,0,0
contig_39558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,15327,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,0,0,0,0,0,0,0,0,0,0,0,0,1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204,0,0,0,0,0,0,200,0,111,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,773,0,0,0,0,0,0,0,0
contig_39560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,374,0,0,0,2236,613,0,0,726,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,106,0,35,0,262,0,0,188,127,137,0,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,0,0,216,0,0,0,0,0,0,0,0
contig_39568,0,0,0,0,0,1054,0,0,0,0,1254,503,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,265,0,0,5214,563,0,0,0,0,0,0,0,0,629,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369,0,0,0,1975,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,13,0,0,253,96,0,0,0,0,0,0,0,0
contig_39570,0,0,0,0,337,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,1036,104,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,17,0,0,0,71,0,0,0,0,0,0,0,0,0
contig_39574,0,0,0,0,0,0,0,0,0,0,38,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_39577,0,547,0,0,0,0,0,0,0,0,0,2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0,0,0,0,0,664,5079,159,0,0,0,22429,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,1601,0,0,0,0,0,0,0,0,0,0,0,0,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,2992,0,0,0,0,0,4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_39589,0,4877,1514,1074,1264,350,0,0,0,0,0,1832,1064,0,0,0,0,0,0,0,0,0,0,1107,0,0,0,0,0,0,295,0,0,4762,0,1627,0,0,0,5144,876,0,829,1300,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,184,927,574,0,0,0,0,0,0,131,100,0,734,0,920,0,437,0,0,0,0,0,0,0,0,435,351,0,0,0,0,22,0,975,0,0,0,0,0,2362,2477,0,2140,217,1808,2204,0,287,773,1219,2743,2452,0,0,0,0,61,0,0,0,0,0,0,0,0,655,711,2158,0,0,7871,832,0,0,0,0,0,0,0,0,0,0,4374,3257,0,0,0,0,0,0,790,0,233,0,0,0,0,0,0,0,0,0,0,580,0,0,0,332,0,0,0,0,0,0,0,0,8379,0,0,136,0,0,0,0,0,0,0,0
contig_39610,0,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,421,89,0,0,0,0,259,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,2132,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_39615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,106,0,0,0,0,0,71,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,0,0,142,0,637,31,0,0,0,0,28,122,99,352,42,0,0,0,0,189,0,0,0,0,0,0,0,0,0,79,0,0,0,195,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
contig_39631,0,371,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,5918,0,0,0,21222,1459,3056,1095,2725,4011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,1683,0,0,0,0,0,0,0,0,0,0,0,0,1337,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,6714,0,0,0,0,0,3637,6553,0,1828,114,0,0,0,0,0,3986,757,569,54,0,0,103,0,869,0,0,0,0,0,0,0,0,0,644,5638,0,0,509,0,0,0,0,0,0,0,0,0,0,649,5981,1272,576,0,0,0,0,10280,0,0,0,0,0,0,0,0,0,0,0,0,783,0,0,89,2033,0,0,0,0,0,0,0,0,4938,0,0,2003,0,0,0,0,0,0,0,0
contig_39653,0,1096,1087,0,1026,0,0,0,0,0,123,1343,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3747,622,595,0,0,0,18091,1055,0,527,322,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,338,739,205,0,0,0,0,0,0,0,0,0,1162,0,0,0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2832,341,0,1393,0,752,1177,0,0,376,363,4467,0,0,0,0,0,0,3245,0,0,0,0,0,0,0,498,1380,3890,0,0,3760,7947,0,0,0,0,0,0,0,0,0,0,3396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,462,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_39671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,11209,0,0,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,912,0,82,63,77,0,0,0,0,362,238,63,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471,0,0,756,0,0,0,0,0,0,0,0
contig_39689,0,0,20743,976,0,0,0,434,0,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0,91432,0,0,79,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3641,91,0,318,157,0,0,0,0,1769,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9114,1796,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_39697,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,268,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,78,223,84,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_39749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2866,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,642,0,0,273,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_39756,0,80,13039,0,0,14214,0,1292,0,0,852,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,0,1178,0,0,0,1430,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,444,10067,898,0,0,0,0,0,0,0,315,0,6569,0,6843,0,3751,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,55,0,0,0,0,0,0,6719,12833,140,1295,363,0,0,0,0,4528,9684,3332,0,0,0,0,0,0,2821,0,0,0,0,0,0,0,1217,0,1247,0,0,33307,4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3296,0,0,67,0,0,0,0,0,0,0,0,0,9131,0,0,68,3865,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0
contig_39798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3247,0,0,0,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_39801,0,731,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9407,0,0,0,0,8137,420,0,3683,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,177,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,2902,596,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,0,0,0,23,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0
contig_39810,0,0,0,431,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,44,3134,0,0,587,389,0,0,0,0,0,0,64,0,0,0,0,761,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699,0,607,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,158,0,233,0,0,0,0,194,107,2807,836,0,0,0,0,0,6579,523,4861,1294,9369,5034,0,0,0,838,0,0,6125,0,3359,0,612,0,1018,0,0,0,0,0,0,0,318,619,0,0,0,0,0,0,0,0,0,0,0,0,0,748,932,740,185,0,116,0,0,589,30601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,76,6689,0,56,3778,0,0,0,0,0,0,0,0
contig_39819,0,0,0,0,0,0,0,3138,1566,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3674,0,0,0,903,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,163139,1215,0,74,0,0,0,0,0,0,13757,0,0,0,131,0,0,0,0,0,0,0,0,0,22,0,1276,0,0,0,0,0,0,372,0,0,0,0,0,333,0,0,867,0,0,0,381,3197,0,0,0,582,0,0,293,0,0,5147,845,15,0,0,11781,0,0,0,0,0,0,15288,12418,2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,0,0,0,0,0,298,174,0,0,0,0,0,528,0,0,0,1223,0,0,0,0,0,0,0,0,1396,0,90,144,0,0,0,0,0,0,0,0
contig_39824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,16641,8827,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,188,2871,0,0,0,0,0,0,1093,396,2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,321,3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407,0,560,7791,0,0,0,0,0,0,0,0
contig_39834,0,180,0,174,192,0,0,695,0,0,0,804,468,0,59,0,0,0,0,0,0,0,0,71,0,0,0,1128,0,0,0,100,0,0,0,330,0,0,0,1411,300,6461,274,5104,1064,0,0,105,0,0,0,0,24,0,0,0,0,0,0,214,824,0,126,251,0,0,0,0,272,0,0,202,0,0,102,802,0,0,0,0,0,0,0,0,0,0,0,0,64,0,122,976,0,0,0,0,0,0,0,1738,574,2030,1309,225,583,0,0,0,400,943,1795,374,0,0,0,872,1407,123,0,0,0,0,0,0,482,274,1720,0,1515,0,3671,153,0,0,0,0,0,195,0,0,0,1992,996,0,159,56,0,0,99,8576,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,282,0,17,0,0,0,103,56,0,0,0,22,158,0,0,0,0,0,0,0,0
contig_39849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,261,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,203,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_39859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,320,0,978,0,68,163,0,0,0,0,903,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0
