Row.names,phrog,function,product
virus_comp_17808_cycle_1_3,5668,tail,tail fiber protein
virus_comp_17808_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_17810_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_17813_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_17813_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_17832_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_17832_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_17832_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_17837_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_17837_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_17840_cycle_1_44,No_PHROG,unknown function,hypothetical protein
virus_comp_17840_cycle_1_74,No_PHROG,unknown function,hypothetical protein
virus_comp_17845_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_17846_cycle_1_10,1994,DNA, RNA and nucleotide metabolism,DNA binding protein
virus_comp_17846_cycle_1_9,3377,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_17848_cycle_1_4,199,lysis,holin
virus_comp_17849_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_17849_cycle_1_13,2,head and packaging,terminase large subunit
virus_comp_17849_cycle_1_14,No_PHROG,unknown function,hypothetical protein
virus_comp_17849_cycle_1_3,1407,tail,major tail protein
virus_comp_17849_cycle_1_5,556,head and packaging,minor head protein
virus_comp_17849_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_17860_cycle_1_59,1382,unknown function,hypothetical protein
virus_comp_17862_cycle_1_8,2649,lysis,endolysin
virus_comp_17870_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_17874_cycle_1_2,2,head and packaging,terminase large subunit
virus_comp_17874_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_17889_cycle_1_15,No_PHROG,unknown function,hypothetical protein
virus_comp_17889_cycle_1_34,No_PHROG,unknown function,hypothetical protein
virus_comp_17889_cycle_1_35,No_PHROG,unknown function,hypothetical protein
virus_comp_17896_cycle_1_3,2324,DNA, RNA and nucleotide metabolism,Erf-like ssDNA annealing protein
virus_comp_17896_cycle_1_6,149,DNA, RNA and nucleotide metabolism,exonuclease
virus_comp_17898_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_17903_cycle_1_3,36,transcription regulation,transcriptional regulator
virus_comp_17903_cycle_1_30,894,lysis,endolysin
virus_comp_17906_cycle_1_63,No_PHROG,unknown function,hypothetical protein
virus_comp_17910_cycle_1_27,No_PHROG,unknown function,hypothetical protein
virus_comp_17910_cycle_1_44,1393,head and packaging,minor head protein
virus_comp_17910_cycle_1_45,80,head and packaging,head maturation protease
virus_comp_17910_cycle_1_46,12,head and packaging,portal protein
virus_comp_17910_cycle_1_47,119,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_17910_cycle_1_8,1295,unknown function,hypothetical protein
virus_comp_17914_cycle_1_5,58,tail,tail length tape measure protein
virus_comp_17920_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_17920_cycle_1_2,333,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_17932_cycle_1_1,3377,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_17932_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_17932_cycle_1_3,16,DNA, RNA and nucleotide metabolism,DNA helicase
virus_comp_17934_cycle_1_1,4259,unknown function,hypothetical protein
virus_comp_17935_cycle_1_14,No_PHROG,unknown function,hypothetical protein
virus_comp_17935_cycle_1_21,No_PHROG,unknown function,hypothetical protein
virus_comp_17935_cycle_1_22,1218,DNA, RNA and nucleotide metabolism,exonuclease
virus_comp_17935_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_17937_cycle_1_1,2150,head and packaging,terminase
virus_comp_17937_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_17937_cycle_1_3,8174,tail,minor tail protein
virus_comp_17955_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_17955_cycle_1_2,333,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_17959_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_17959_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_1796_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_17985_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_18003_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_18019_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_18020_cycle_1_16,17154,unknown function,hypothetical protein
virus_comp_18020_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_18020_cycle_1_4,16858,unknown function,hypothetical protein
virus_comp_18040_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_18040_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_18040_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_18052_cycle_1_1,1652,unknown function,hypothetical protein
virus_comp_18052_cycle_1_23,No_PHROG,unknown function,hypothetical protein
virus_comp_18054_cycle_1_13,No_PHROG,unknown function,hypothetical protein
virus_comp_18054_cycle_1_15,No_PHROG,unknown function,hypothetical protein
virus_comp_18054_cycle_1_21,1509,unknown function,hypothetical protein
virus_comp_18095_cycle_1_1,2,head and packaging,terminase large subunit
virus_comp_18095_cycle_1_2,2,head and packaging,terminase large subunit
virus_comp_18095_cycle_1_3,115,head and packaging,minor head protein
virus_comp_18095_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_18116_cycle_1_1,325,DNA, RNA and nucleotide metabolism,Dda-like helicase
virus_comp_18116_cycle_1_2,325,DNA, RNA and nucleotide metabolism,Dda-like helicase
virus_comp_18116_cycle_1_3,1101,tail,tail protein
virus_comp_18116_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_18118_cycle_1_13,No_PHROG,unknown function,hypothetical protein
virus_comp_18120_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_18120_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_18120_cycle_1_4,514,head and packaging,major head protein
virus_comp_18120_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_18123_cycle_1_5,3754,unknown function,hypothetical protein
virus_comp_18126_cycle_1_3,6942,tail,tail fiber protein
virus_comp_18130_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_18131_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_18131_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_18131_cycle_1_5,6058,unknown function,hypothetical protein
virus_comp_18131_cycle_1_6,27480,unknown function,hypothetical protein
virus_comp_18132_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_18132_cycle_1_3,894,lysis,endolysin
virus_comp_18132_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_18139_cycle_1_1,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_18139_cycle_1_2,8689,tail,pilot protein for DNA ejection
virus_comp_18139_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_18139_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_18139_cycle_1_6,894,lysis,endolysin
virus_comp_18139_cycle_1_7,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_18153_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_18153_cycle_1_10,8689,tail,pilot protein for DNA ejection
virus_comp_18153_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_18153_cycle_1_2,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_18153_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_18153_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_18162_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_18162_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_18162_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_18162_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_18162_cycle_1_9,33,tail,distal tail protein Dit
virus_comp_18166_cycle_1_1,8689,tail,pilot protein for DNA ejection
virus_comp_18166_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_18166_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_18166_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_18166_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_18174_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_18178_cycle_1_10,28898,unknown function,hypothetical protein
virus_comp_18196_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_18196_cycle_1_10,514,head and packaging,major head protein
virus_comp_18196_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_18196_cycle_1_12,5158,unknown function,hypothetical protein
virus_comp_18196_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_18196_cycle_1_3,29197,unknown function,hypothetical protein
virus_comp_18196_cycle_1_4,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_18196_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_18196_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_18196_cycle_1_7,1670,DNA, RNA and nucleotide metabolism,DNA binding protein
virus_comp_18196_cycle_1_8,1642,head and packaging,virion structural protein
virus_comp_18196_cycle_1_9,514,head and packaging,major head protein
virus_comp_18200_cycle_1_1,514,head and packaging,major head protein
virus_comp_18205_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_18206_cycle_1_5,514,head and packaging,major head protein
virus_comp_18206_cycle_1_6,1642,head and packaging,virion structural protein
virus_comp_18206_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_18206_cycle_1_8,1670,DNA, RNA and nucleotide metabolism,DNA binding protein
virus_comp_18230_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_18230_cycle_1_8,1238,moron, auxiliary metabolic gene and host takeover,phosphoheptose isomerase
virus_comp_18259_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_18259_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_18289_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_18294_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_18294_cycle_1_2,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_18294_cycle_1_3,894,lysis,endolysin
virus_comp_18299_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_18362_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_18364_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_18364_cycle_1_2,19,DNA, RNA and nucleotide metabolism,DnaB-like replicative helicase
virus_comp_18364_cycle_1_7,119,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_18364_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_18480_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_18495_cycle_1_3,9,head and packaging,terminase large subunit
virus_comp_1888_cycle_1_1,16496,head and packaging,portal protein
virus_comp_1898_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_1898_cycle_1_10,44,DNA, RNA and nucleotide metabolism,single strand DNA binding protein
virus_comp_1898_cycle_1_11,6218,DNA, RNA and nucleotide metabolism,ParB-like partition protein
virus_comp_1898_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_1898_cycle_1_13,531,DNA, RNA and nucleotide metabolism,Rnase H
virus_comp_1898_cycle_1_14,3584,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_1898_cycle_1_15,No_PHROG,unknown function,hypothetical protein
virus_comp_1898_cycle_1_17,No_PHROG,unknown function,hypothetical protein
virus_comp_1898_cycle_1_2,36,transcription regulation,transcriptional regulator
virus_comp_1898_cycle_1_3,9572,other,sulfatase-modifying factor enzyme
virus_comp_1898_cycle_1_4,16351,DNA, RNA and nucleotide metabolism,DNA binding protein
virus_comp_1898_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_1898_cycle_1_6,1249,other,acetyltransferase
virus_comp_1898_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_1898_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_1925_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_193_cycle_1_141,No_PHROG,unknown function,hypothetical protein
virus_comp_193_cycle_1_159,No_PHROG,unknown function,hypothetical protein
virus_comp_1933_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_1935_cycle_1_1,4247,head and packaging,virion structural protein
virus_comp_1935_cycle_1_3,4321,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_2028_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2028_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2033_cycle_1_1,792,tail,major tail protein
virus_comp_2033_cycle_1_9,514,head and packaging,major head protein
virus_comp_2080_cycle_1_8,894,lysis,endolysin
virus_comp_2088_cycle_1_2,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2089_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_2089_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2089_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2103_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2103_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2103_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2106_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2106_cycle_1_5,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2109_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2109_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2109_cycle_1_5,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2109_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2119_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2133_cycle_1_13,No_PHROG,unknown function,hypothetical protein
virus_comp_2133_cycle_1_4,894,lysis,endolysin
virus_comp_2133_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2136_cycle_1_1,514,head and packaging,major head protein
virus_comp_2136_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_2136_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_2136_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2136_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2136_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2136_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2136_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2139_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_2139_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2166_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2166_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2169_cycle_1_12,1441,unknown function,hypothetical protein
virus_comp_2169_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2170_cycle_1_10,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2171_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2171_cycle_1_4,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2171_cycle_1_5,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2171_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2171_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2171_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2176_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_2176_cycle_1_11,8689,tail,pilot protein for DNA ejection
virus_comp_2176_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_2184_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2188_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2188_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2188_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2191_cycle_1_9,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2194_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2194_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2195_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2204_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2204_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2204_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2215_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2215_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2216_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2216_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2216_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2216_cycle_1_9,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2223_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_2223_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2223_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2223_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2223_cycle_1_7,8689,tail,pilot protein for DNA ejection
virus_comp_2223_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2239_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2239_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_2239_cycle_1_2,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2239_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2239_cycle_1_4,8689,tail,pilot protein for DNA ejection
virus_comp_2239_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2239_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2239_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2248_cycle_1_15,1652,unknown function,hypothetical protein
virus_comp_2251_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2254_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2254_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2254_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2263_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2263_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2263_cycle_1_8,8689,tail,pilot protein for DNA ejection
virus_comp_2265_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2265_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_2265_cycle_1_2,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2265_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2265_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2265_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2266_cycle_1_8,8689,tail,pilot protein for DNA ejection
virus_comp_2266_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2269_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_2269_cycle_1_2,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2269_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2269_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2273_cycle_1_10,8689,tail,pilot protein for DNA ejection
virus_comp_2273_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_2273_cycle_1_12,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2273_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2273_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2273_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2273_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2273_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2283_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2283_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_2283_cycle_1_11,8689,tail,pilot protein for DNA ejection
virus_comp_2283_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2285_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_230_cycle_1_108,99,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_230_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_230_cycle_1_14,28898,unknown function,hypothetical protein
virus_comp_230_cycle_1_15,No_PHROG,unknown function,hypothetical protein
virus_comp_230_cycle_1_177,No_PHROG,unknown function,hypothetical protein
virus_comp_230_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_230_cycle_1_23,No_PHROG,unknown function,hypothetical protein
virus_comp_230_cycle_1_25,No_PHROG,unknown function,hypothetical protein
virus_comp_230_cycle_1_28,No_PHROG,unknown function,hypothetical protein
virus_comp_230_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_230_cycle_1_31,No_PHROG,unknown function,hypothetical protein
virus_comp_230_cycle_1_70,No_PHROG,unknown function,hypothetical protein
virus_comp_230_cycle_1_86,No_PHROG,unknown function,hypothetical protein
virus_comp_2305_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2310_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2310_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2310_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2311_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_2311_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_2311_cycle_1_13,No_PHROG,unknown function,hypothetical protein
virus_comp_2332_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_2332_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2332_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2332_cycle_1_4,8689,tail,pilot protein for DNA ejection
virus_comp_2332_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2332_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2334_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2334_cycle_1_10,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2334_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2334_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2334_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2334_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2334_cycle_1_9,8689,tail,pilot protein for DNA ejection
virus_comp_2340_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2340_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2343_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2343_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2345_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2349_cycle_1_4,1670,DNA, RNA and nucleotide metabolism,DNA binding protein
virus_comp_2375_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2375_cycle_1_10,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2375_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_2375_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_2375_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2375_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2375_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2375_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2382_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2383_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2383_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_2383_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_2383_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_2383_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2383_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2384_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2385_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2387_cycle_1_1,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2391_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2391_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2391_cycle_1_9,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2393_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2393_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2393_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2393_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2393_cycle_1_6,8689,tail,pilot protein for DNA ejection
virus_comp_2394_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2394_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2394_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2394_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2394_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2394_cycle_1_9,8689,tail,pilot protein for DNA ejection
virus_comp_2396_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2396_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2396_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2396_cycle_1_9,8689,tail,pilot protein for DNA ejection
virus_comp_2399_cycle_1_9,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2431_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_2431_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2431_cycle_1_9,8742,tail,pilot protein for DNA ejection
virus_comp_2432_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2432_cycle_1_8,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2438_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2438_cycle_1_11,514,head and packaging,major head protein
virus_comp_2438_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_2438_cycle_1_13,No_PHROG,unknown function,hypothetical protein
virus_comp_2438_cycle_1_14,No_PHROG,unknown function,hypothetical protein
virus_comp_2438_cycle_1_15,No_PHROG,unknown function,hypothetical protein
virus_comp_2438_cycle_1_2,No_PHROG,unknown function,hypothetical protein
